Project,Label
bzip2,Not enough information,https://oss-fuzz-build-logs.storage.googleapis.com/log-d3f37b24-2e22-4100-b976-2057cda97f3a.txt
c-ares,Runtime issue while fuzzing,https://oss-fuzz-build-logs.storage.googleapis.com/log-b4589142-4b1f-4822-9ac2-a65bc106ca97.txt
c-blosc,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-37bc8114-373b-45ba-b617-67923f2e7944.txt
c-blosc2,"Sanitizer errors: Memory Leak in the Project, Buffer-overflow, etc",https://oss-fuzz-build-logs.storage.googleapis.com/log-24a291fb-b8a8-4d08-825a-35f4532ea8f2.txt
caddy,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-9ceff99f-d06e-4ff8-9797-09c08fb8dbf0.txt
cairo,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-d3e496f2-3292-47a5-9f43-df05c46cc9e1.txt
capnproto,Coverage build environment issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-4d8096c4-e2ca-4eeb-a28f-28787868facd.txt
capstone,Source code related project compilation errors,https://oss-fuzz-build-logs.storage.googleapis.com/log-2b199a1b-6d3b-4518-b354-b17536d80522.txt
cascadia,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-551c64ae-03cb-4f26-96f6-7cb2fb08b909.txt
casync,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-d4908671-f22a-464e-9b01-76460d388f57.txt
cbor-java,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-db1bed2b-4045-4659-b633-49869b7aba57.txt
cctz,Coverage build environment issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-590fc54f-8a17-45dd-9542-a98708c03293.txt
cel-cpp,Coverage build environment issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-a22963c7-c295-4971-9581-c9bf90f29cfa.txt
cel-go,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-71963473-130f-45b6-9b28-119b4a2a3fad.txt
cfengine,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-c68f1a51-e573-4cf7-b042-717b0d14e792.txt
cglib,Not enough information,https://oss-fuzz-build-logs.storage.googleapis.com/log-793047fe-5afc-46f7-80d5-3791a23ad369.txt
chakra,Source code related project compilation errors,https://oss-fuzz-build-logs.storage.googleapis.com/log-8611ca27-a95c-44f8-a680-2470c40fcbbe.txt
checker-framework,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-e978eccb-ec59-48e9-92c3-3da71cc4d928.txt
cilium,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-babd1cf6-4fe5-4190-8974-c3a130c10d5a.txt
circl,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-170c430f-caf1-4be2-b41e-d82e0d72c5a4.txt
civetweb,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-76c07675-f27e-4749-b53c-60e059c28d16.txt
cjson,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-9e3ad3a1-7e4e-4a01-be9f-317dab752ee2.txt
clamav,Project: Missing source code files,https://oss-fuzz-build-logs.storage.googleapis.com/log-0db97af7-9ac7-4175-89ec-58e1e4fccb8a.txt
clib,Coverage build environment issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-8acc1526-afcd-4302-b32e-3874f7ecc002.txt
clickhouse,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-5cc12cd4-7fc2-4dcf-8811-118b4bb5cfa8.txt
cloud-hypervisor,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-d53502aa-4267-4c69-a28c-ee248b4bb5aa.txt
cmake,Coverage build environment issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-25dd9aa8-87ed-47ea-a94d-21afce66c8eb.txt
cmark,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-62ed0397-4665-4331-9f09-d31225e63684.txt
config-validator,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-e4cb6b0f-147e-47dc-a126-32ce978ba0d6.txt
containerd,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-03774615-9163-44d4-9119-581416ce2966.txt
cosign,Broken Fuzz target,https://oss-fuzz-build-logs.storage.googleapis.com/log-46a744ab-4f84-42e7-ab3f-02fea25661a6.txt
cosmos-sdk,Not enough information,https://oss-fuzz-build-logs.storage.googleapis.com/log-73b04f3e-5867-445e-8136-4322487a1c39.txt
coveragepy,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-d55e947e-6723-4831-a323-368a3e476e14.txt
cpp-httplib,Command and argument related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-ea99ac4f-6864-49da-b5eb-98a3defad2df.txt
cppcheck,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-bedb3ff8-b0fd-42cd-b309-e881cfe9bf29.txt
cpython3,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-06f68129-5be9-43d8-9e47-619b3ecbc598.txt
cras,Command and argument related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-503ee758-29d1-415b-8430-eab723f77550.txt
cri-o,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-aa3fb7ac-d871-44aa-8bf8-37c4d2f01140.txt
croaring,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-83c745f5-b756-42cd-b33a-ba377e26266d.txt
croniter,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-6f339cf2-bfc8-4845-9a7c-1b96fded10b4.txt
crossplane,Project environment issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-f3a0a814-e415-41bb-819c-b18a4e068a01.txt
cryptography,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-9c75a933-ef43-4f25-be91-706fc67e06e0.txt
curl,Fuzzer build script issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-2db3bc2e-7fbb-4bc7-bcd6-8ed8f7352efc.txt
cyclonedds,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-e67a7af3-7a3c-4b6e-87bd-4fe2379c4b2d.txt
dart,Not enough information,https://oss-fuzz-build-logs.storage.googleapis.com/log-f223084f-6b89-402a-8857-eeac15375a4c.txt
dav1d,Broken Fuzz target,https://oss-fuzz-build-logs.storage.googleapis.com/log-75c07809-3989-486c-bf09-3d8d7a5ff614.txt
dgraph,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-26694616-e2fa-42fd-9e6e-92194933269f.txt
distribution,Environment issue: Permission issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-a1ae1af6-b8a9-4c20-83b4-20892bfad856.txt
django,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-d4363218-128c-4c47-b758-e543566ecd72.txt
dlplibs,Runtime issue while fuzzing,https://oss-fuzz-build-logs.storage.googleapis.com/log-8148b2b1-273c-4ae8-8d5e-a7f5828f7273.txt
dng_sdk,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-2b33b402-0d12-4e16-b15f-67a1c70a5fd6.txt
dnsmasq,Source code related project compilation errors,https://oss-fuzz-build-logs.storage.googleapis.com/log-f198cdf8-b07e-401a-aea1-83a8cd27d963.txt
dom4j,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-2d60cb33-e023-4914-bb0b-8dd23aecba22.txt
double-conversion,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-761c93f9-3224-4121-bce4-88995ac142ac.txt
dovecot,"Sanitizer errors: Memory Leak in the Project, Buffer-overflow, etc",https://oss-fuzz-build-logs.storage.googleapis.com/log-6a0e5f5c-81e3-483e-aef3-2a2ba36da50b.txt
draco,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-776affc2-5bfd-4899-a330-4d6de43b61d3.txt
dragonfly,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-8e14912b-3cfb-4a8e-9bd5-b5bd943cb0f6.txt
dropbear,miscellaneous,https://oss-fuzz-build-logs.storage.googleapis.com/log-6307a8cf-bee1-495a-a7c7-bebceabdb625.txt
duckdb,Environment issue: Hardware issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-c84f7d8b-8a5f-4406-806e-3c30485fd779.txt
e2fsprogs,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-75f4c598-c331-4299-93d3-70e68936a03e.txt
easywsclient,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-cf1a1580-79c8-4134-82b7-955b08c6c44a.txt
ecc-diff-fuzzer,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-d6b10aa0-0b62-484f-9780-a55f2207ad86.txt
eigen,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-32da567a-5f01-4a28-8bcc-eb7968379358.txt
elfutils,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-9d33b05d-09db-4308-bcc4-f534bb79c3ae.txt
envoy,Project: Missing source code files,https://oss-fuzz-build-logs.storage.googleapis.com/log-16f3f8b8-a306-4f8e-89fa-96675b5b23b8.txt
esp-v2,Source code related project compilation errors,https://oss-fuzz-build-logs.storage.googleapis.com/log-0d4f2e86-2725-46ff-be99-099902bf9452.txt
espeak-ng,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-7d821634-71b4-4c06-bca1-18533b66b39a.txt
etcd,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-dfb99ea5-400d-4a8c-825e-e5b755ead663.txt
example,Fuzzer build script issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-79f3657f-094b-404e-a217-515305b94054.txt
exiv2,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-9e35287b-37a6-43da-8a1a-0342a5cefec4.txt
expat,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-a5de48ea-832b-4491-b437-788e83255ecf.txt
exprtk,Coverage file and directory issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-30111183-3025-4a4b-ac37-32b009fc7c6f.txt
fabric,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-0de08877-75df-4025-a0a6-29a34a626e2f.txt
fast-dds,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-3f2cf026-c2fc-490d-a453-14b26b3d87c0.txt
fasthttp,Project environment issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-2ca308b4-9a9f-4b6b-ae5c-dafd788e4273.txt
fastjson,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-baddfc5d-4749-405d-aa29-85cab82e11b4.txt
fastjson2,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-553a56a0-5551-413d-adf4-eee229f2894a.txt
ffmpeg,Command and argument related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-7f546aa6-0157-4654-b12d-4304f8344074.txt
file,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-3c2666bd-1e7c-4a27-88af-e4c3f74561b6.txt
fio,Command and argument related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-482182cd-b349-4123-a1f4-c3980e678415.txt
firefox,Source code related project compilation errors,https://oss-fuzz-build-logs.storage.googleapis.com/log-7cb64d0d-1615-4423-8d2d-b5f9fcdf94ac.txt
firestore,Project: Missing source code files,https://oss-fuzz-build-logs.storage.googleapis.com/log-85dd971d-57be-41e6-89f9-bee2666ffd29.txt
flac,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-c45054d4-714b-446e-853d-e64a69698189.txt
flask,Issue downloading external resources,https://oss-fuzz-build-logs.storage.googleapis.com/log-26301266-dcac-4b8e-b725-b9244ec5f4a7.txt
flatbuffers,miscellaneous,https://oss-fuzz-build-logs.storage.googleapis.com/log-ad583e64-4d00-45f5-bdcc-4f522f75bed6.txt
flate2-rs,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-b9d1949e-97ae-4b45-8c87-eacd89d724e2.txt
fluent-bit,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-7a8b3402-a33b-48c8-bdcf-594a5f61b2e4.txt
fluxcd,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-8ea1a5d8-a1bd-4975-ab2e-0f449748598d.txt
fmt,Environment issue: Compiler issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-778cfa1c-a9a0-47d3-acec-5152e2a2e263.txt
freeimage,Command and argument related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-bbe85d13-0375-465c-91b3-924d6caab075.txt
freeradius,Runtime issue while fuzzing,https://oss-fuzz-build-logs.storage.googleapis.com/log-672019ae-dcc5-4d2a-8f27-0cd9ba3e26a3.txt
freetype2,Environment issue: Network issue,https://oss-fuzz-build-logs.storage.googleapis.com/log-cc5e96ee-0e17-4d89-af57-17c8fb50be28.txt
fribidi,"Sanitizer errors: Memory Leak in the Project, Buffer-overflow, etc",https://oss-fuzz-build-logs.storage.googleapis.com/log-6a11bd4e-0495-4393-85b1-d4986beae7e2.txt
frr,Source code related project compilation errors,https://oss-fuzz-build-logs.storage.googleapis.com/log-1890766a-24d5-420b-ac1b-2d4a2edcbda3.txt
ftfy,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-084b0440-70cc-4a0d-bac7-87620afcd7db.txt
fwupd,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-e73c52d3-e860-43fe-9b08-e2bacdef8907.txt
g-api-auth-library-python,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-077a5a33-397b-4b4b-adec-9b818939f859.txt
g-api-pubsub,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-3225442d-bc0b-4e05-9b52-394456d10406.txt
g-api-py-api-common-protos,Project: Dependency issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-0209c4be-c527-4040-88ab-fa5f1c054347.txt
g-api-python-cloud-core,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-88800df0-56eb-4660-b754-5aec156d6169.txt
g-api-resumable-media-python,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-f300cecc-236a-4ca3-9837-31e5dae2f2bb.txt
g-api-secret-manager,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-c5e096a4-73b5-465c-9641-068b7e35cbc0.txt
g-cloud-logging-py,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-f197350d-e6f4-4481-aaae-1fdb290bf7fb.txt
gcloud-error-py,Corpus related issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-5565fa72-3e35-4c23-9e48-aaa035205de6.txt
gcloud-go,Project compile error: configuration and build file issues,https://oss-fuzz-build-logs.storage.googleapis.com/log-3405fb7b-3ca3-4e11-ba56-382f80d8d94d.txt
